g.nR.d	g.nR.s	l.cnt	g_entrez_emt	g_tcga_gbm	g_escSig_eed	g_escSig_esTF	g_escSig_exp1	g_escSig_exp2	g_escSig_h3k27	g_escSig_myc	g_escSig_nanog	g_escSig_nos	g_escSig_oct4	g_escSig_prc2	g_escSig_sox2	g_escSig_suz12	g_fa	g_scm_pluri	g_siR	g_entrez_Ca
23586	DDX58	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23603	CORO1C	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23607	CD2AP	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23608	MKRN1	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
23636	NUP62	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23647	ARFIP2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23659	LYPLA3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
23660	ZKSCAN5	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
23729	CARKL	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23753	SDF2L1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23764	MAFF	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
24140	FTSJ1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
25782	RAB3GAP2	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
25800	SLC39A6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
25814	ATXN10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
25824	PRDX5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26060	APPL1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26271	FBXO5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26292	MYCBP	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26520	TIMM9	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
26521	TIMM8B	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
26747	NUFIP1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27019	DNAI1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27034	ACAD8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27090	ST6GALNAC4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27095	TRAPPC3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27101	CACYBP	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
27109	ATP5S	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27131	SNX5	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
27189	IL17C	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27230	SERP1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
27237	ARHGEF16	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27242	TNFRSF21	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27257	LSM1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
27304	MOCS3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27335	EIF3K	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27342	RABGEF1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27429	HTRA2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
27430	MAT2B	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
29107	NXT1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29777	ABT1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29890	RBM15B	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29894	CPSF1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29907	SNX15	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29911	HOOK2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29915	HCFC2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29928	TIMM22	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29933	GPR132	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
29950	SERTAD1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29954	POMT2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29979	UBQLN1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
30001	ERO1L	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
30827	CXXC1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
30834	ZNRD1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
50619	DEF6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
50717	WDR42A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
50862	RNF141	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
50865	HEBP1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
51035	LOC51035	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51042	ZNF593	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
51065	RPS27L	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51082	POLR1D	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
51134	CCDC41	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51136	LOC51136	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51143	DYNC1LI1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51154	MRTO4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51164	DCTN4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51172	NAGPA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51182	HSPA14	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
51184	ATPBD1C	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51187	C15orf15	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51225	ABI3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51227	PIGP	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51265	CDKL3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51278	IER5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51282	SCAND1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51291	GMIP	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51303	FKBP11	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51304	ZDHHC3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51382	ATP6V1D	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
51400	PPME1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51406	NOL7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51428	DDX41	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
51478	HSD17B7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51540	SCLY	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51573	MIR16	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
51585	PCF11	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
51596	CUTA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51601	LIPT1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51603	KIAA0859	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51605	TRMT6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51657	STYXL1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
51660	BRP44L	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51665	ASB1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
51678	MPP6	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
51691	LSM8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51699	VPS29	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5537	PPP6C	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51728	POLR3K	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51735	RAPGEF6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
51776	ZAK	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
53339	BTBD1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
53371	NUP54	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
53635	PTOV1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
53820	DSCR6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54107	POLE3	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
54145	H2BFS	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54332	GDAP1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
54482	CCDC76	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54584	GNB1L	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54585	LZTFL1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54765	TRIM44	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54940	OCIAD1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55748	CNDP2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55830	GLT8D1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55871	CBWD1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55902	ACSS2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55929	DMAP1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55969	C20orf24	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55972	SLC25A40	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
56616	DIABLO	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
56617	SERF1B	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
56902	PNO1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
56992	KIF15	5	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0
57089	ENTPD7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
57092	PCNP	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
57335	ZNF286A	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
57448	BIRC6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
57804	POLD4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
57862	ZNF410	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
60436	TGIF2	3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
60485	SAV1	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
63940	GPSM3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64087	MCCC2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64110	MAGEF1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64116	SLC39A8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64151	NCAPG	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64175	LEPRE1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64834	ELOVL1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64976	MRPL40	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79042	TSEN34	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
80314	EPC1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
80344	WDR23	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
80742	PRR3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
84172	POLR1B	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
114049	WBSCR22	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22	ABCB7	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
39	ACAT2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
103	ADAR	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
120	ADD3	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
123	ADFP	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
160	AP2A1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
164	AP1G1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
205	AK3L1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
214	ALCAM	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
334	APLP2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
336	APOA2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
338	APOB	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
359	AQP2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
377	ARF3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
392	ARHGAP1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
515	ATP5F1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
523	ATP6V1A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
567	B2M	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
586	BCAT1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
607	BCL9	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
662	BNIP1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
760	CA2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
762	CA4	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
781	CACNA2D1	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1
793	CALB1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
800	CALD1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
871	SERPINH1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
953	ENTPD1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
999	CDH1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
1000	CDH2	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
1070	CETN3	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
1072	CFL1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
1106	CHD2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1112	FOXN3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
1265	CNN2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1266	CNN3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1294	COL7A1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1337	COX6A1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1374	CPT1A	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
1429	CRYZ	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1431	CS	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1462	VCAN	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
1477	CSTF1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1515	CTSL2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1657	DMXL1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1717	DHCR7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1808	DPYSL2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
1837	DTNA	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1
1856	DVL2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
1871	E2F3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
1975	EIF4B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1982	EIF4G2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2029	ENSA	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2067	ERCC1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2079	ERH	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2135	EXTL2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2175	FANCA	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2182	ACSL4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2192	FBLN1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2195	FAT	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2224	FDPS	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2272	FHIT	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2281	FKBP1B	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2521	FUS	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0
2585	GALK2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2595	GANC	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2734	GLG1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2746	GLUD1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2790	GNG10	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
2803	GOLGA4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2931	GSK3A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2953	GSTT2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2960	GTF2E1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2966	GTF2H2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
3017	HIST1H2BD	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3037	HAS2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
3188	HNRPH2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3215	HOXB5	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
3309	HSPA5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
3398	ID2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
3419	IDH3A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3491	CYR61	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
3608	ILF2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
3728	JUP	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
3781	KCNN2	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1
3842	TNPO1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3875	KRT18	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3910	LAMA4	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
4013	LOH11CR2A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
4037	LRP3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4123	MAN2C1	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
4163	MCC	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
4205	MEF2A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4276	MICA	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4296	MAP3K11	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
4336	MOBP	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
4343	MOV10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4534	MTM1	5	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0
4674	NAP1L2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4720	NDUFS2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4820	NKTR	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
4836	NMT1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4860	NP	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
4919	ROR1	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0
4931	NVL	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5018	OXA1L	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5033	P4HA1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5082	PDCL	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
5087	PBX1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
5093	PCBP1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5128	PCTK2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
5162	PDHB	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5168	ENPP2	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
5189	PEX1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5218	PFTK1	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0
5265	SERPINA1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5504	PPP1R2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5518	PPP2R1A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5523	PPP2R3A	5	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1
5527	PPP2R5C	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5547	PRCP	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5570	PKIB	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5652	PRSS8	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5692	PSMB4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5701	PSMC2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5715	PSMD9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5828	PXMP3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5859	QARS	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5868	RAB5A	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
5869	RAB5B	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5886	RAD23A	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
5905	RANGAP1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5906	RAP1A	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5924	RASGRF2	6	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1
5928	RBBP4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5989	RFX1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6139	RPL17	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6144	RPL21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6189	RPS3A	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
6222	RPS18	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
6309	SC5DL	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6385	SDC4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
6414	SEPP1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6418	SET	6	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1
6429	SFRS4	4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
6446	SGK	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
6447	SCG5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6483	ST3GAL2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
6490	SILV	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
